"date" "Streamflow" "Temperature" "Radiation" "RelativeHumidity" "Windspeed"
1988-03-08 NA NA NA NA NA
1988-03-09 NA NA NA NA NA
1988-03-10 NA NA NA NA NA
1988-03-11 NA NA NA NA NA
1988-03-12 NA NA NA NA NA
1988-03-13 NA NA NA NA NA
1988-03-14 NA NA NA NA NA
1988-03-15 NA NA NA NA NA
1988-03-16 NA NA NA NA NA
1988-03-17 NA NA NA NA NA
1988-03-18 NA NA NA NA NA
1988-03-19 NA NA NA NA NA
1988-03-20 NA NA NA NA NA
1988-03-21 NA NA NA NA NA
1988-03-22 NA NA NA NA NA
1988-03-23 NA NA NA NA NA
1988-03-24 NA NA NA NA NA
1988-03-25 NA NA NA NA NA
1988-03-26 NA NA NA NA NA
1988-03-27 NA NA NA NA NA
1988-03-28 NA NA NA NA NA
1988-03-29 NA NA NA NA NA
1988-03-30 NA NA NA NA NA
1988-03-31 NA NA NA NA NA
1988-04-01 NA NA NA NA NA
1988-04-02 NA NA NA NA NA
1988-04-03 NA NA NA NA NA
1988-04-04 NA NA NA NA NA
1988-04-05 NA NA NA NA NA
1988-04-06 NA NA NA NA NA
1988-04-07 NA NA NA NA NA
1988-04-08 NA NA NA NA NA
1988-04-09 NA NA NA NA NA
1988-04-10 NA NA NA NA NA
1988-04-11 NA NA NA NA NA
1988-04-12 NA NA NA NA NA
1988-04-13 NA NA NA NA NA
1988-04-14 NA NA NA NA NA
1988-04-15 NA NA NA NA NA
1988-04-16 NA NA NA NA NA
1988-04-17 NA NA NA NA NA
1988-04-18 NA NA NA NA NA
1988-04-19 NA NA NA NA NA
1988-04-20 NA NA NA NA NA
1988-04-21 NA NA NA NA NA
1988-04-22 NA NA NA NA NA
1988-04-23 NA NA NA NA NA
1988-04-24 NA NA NA NA NA
1988-04-25 NA NA NA NA NA
1988-04-26 NA NA NA NA NA
1988-04-27 NA NA NA NA NA
1988-04-28 NA NA NA NA NA
1988-04-29 NA NA NA NA NA
1988-04-30 NA NA NA NA NA
1988-05-01 NA NA NA NA NA
1988-05-02 NA NA NA NA NA
1988-05-03 NA NA NA NA NA
1988-05-04 NA NA NA NA NA
1988-05-05 NA NA NA NA NA
1988-05-06 NA NA NA NA NA
1988-05-07 NA NA NA NA NA
1988-05-08 NA NA NA NA NA
1988-05-09 NA NA NA NA NA
1988-05-10 NA NA NA NA NA
1988-05-11 NA NA NA NA NA
1988-05-12 NA NA NA NA NA
1988-05-13 NA NA NA NA NA
1988-05-14 NA NA NA NA NA
1988-05-15 NA NA NA NA NA
1988-05-16 NA NA NA NA NA
1988-05-17 NA NA NA NA NA
1988-05-18 NA NA NA NA NA
1988-05-19 NA NA NA NA NA
1988-05-20 NA NA NA NA NA
1988-05-21 NA NA NA NA NA
1988-05-22 NA NA NA NA NA
1988-05-23 NA NA NA NA NA
1988-05-24 NA NA NA NA NA
1988-05-25 NA NA NA NA NA
1988-05-26 NA NA NA NA NA
1988-05-27 NA NA NA NA NA
1988-05-28 NA NA NA NA NA
1988-05-29 NA NA NA NA NA
1988-05-30 NA NA NA NA NA
1988-05-31 NA NA NA NA NA
1988-06-01 NA NA NA NA NA
1988-06-02 NA NA NA NA NA
1988-06-03 NA NA NA NA NA
1988-06-04 NA NA NA NA NA
1988-06-05 NA NA NA NA NA
1988-06-06 NA NA NA NA NA
1988-06-07 NA NA NA NA NA
1988-06-08 NA NA NA NA NA
1988-06-09 NA NA NA NA NA
1988-06-10 NA NA NA NA NA
1988-06-11 NA NA NA NA NA
1988-06-12 NA NA NA NA NA
1988-06-13 NA NA NA NA NA
1988-06-14 NA NA NA NA NA
1988-06-15 NA NA NA NA NA
1988-06-16 NA NA NA NA NA
1988-06-17 NA NA NA NA NA
1988-06-18 NA NA NA NA NA
1988-06-19 NA NA NA NA NA
1988-06-20 NA NA NA NA NA
1988-06-21 NA NA NA NA NA
1988-06-22 NA NA NA NA NA
1988-06-23 NA NA NA NA NA
1988-06-24 NA NA NA NA NA
1988-06-25 NA NA NA NA NA
1988-06-26 NA NA NA NA NA
1988-06-27 NA NA NA NA NA
1988-06-28 NA NA NA NA NA
1988-06-29 NA NA NA NA NA
1988-06-30 NA NA NA NA NA
1988-07-01 NA NA NA NA NA
1988-07-02 NA NA NA NA NA
1988-07-03 NA NA NA NA NA
1988-07-04 NA NA NA NA NA
1988-07-05 NA NA NA NA NA
1988-07-06 NA NA NA NA NA
1988-07-07 NA NA NA NA NA
1988-07-08 NA NA NA NA NA
1988-07-09 NA NA NA NA NA
1988-07-10 NA NA NA NA NA
1988-07-11 NA NA NA NA NA
1988-07-12 NA NA NA NA NA
1988-07-13 NA NA NA NA NA
1988-07-14 NA NA NA NA NA
1988-07-15 NA NA NA NA NA
1988-07-16 NA NA NA NA NA
1988-07-17 NA NA NA NA NA
1988-07-18 NA NA NA NA NA
1988-07-19 NA NA NA NA NA
1988-07-20 NA NA NA NA NA
1988-07-21 NA NA NA NA NA
1988-07-22 NA NA NA NA NA
1988-07-23 NA NA NA NA NA
1988-07-24 NA NA NA NA NA
1988-07-25 NA NA NA NA NA
1988-07-26 NA NA NA NA NA
1988-07-27 NA NA NA NA NA
1988-07-28 NA NA NA NA NA
1988-07-29 NA NA NA NA NA
1988-07-30 NA NA NA NA NA
1988-07-31 NA NA NA NA NA
1988-08-01 NA NA NA NA NA
1988-08-02 NA NA NA NA NA
1988-08-03 NA NA NA NA NA
1988-08-04 NA NA NA NA NA
1988-08-05 NA NA NA NA NA
1988-08-06 NA NA NA NA NA
1988-08-07 NA NA NA NA NA
1988-08-08 NA NA NA NA NA
1988-08-09 NA NA NA NA NA
1988-08-10 NA NA NA NA NA
1988-08-11 NA NA NA NA NA
1988-08-12 NA NA NA NA NA
1988-08-13 NA NA NA NA NA
1988-08-14 NA NA NA NA NA
1988-08-15 NA NA NA NA NA
1988-08-16 NA NA NA NA NA
1988-08-17 NA NA NA NA NA
1988-08-18 NA NA NA NA NA
1988-08-19 NA NA NA NA NA
1988-08-20 NA NA NA NA NA
1988-08-21 NA NA NA NA NA
1988-08-22 NA NA NA NA NA
1988-08-23 NA NA NA NA NA
1988-08-24 NA NA NA NA NA
1988-08-25 NA NA NA NA NA
1988-08-26 NA NA NA NA NA
1988-08-27 NA NA NA NA NA
1988-08-28 NA NA NA NA NA
1988-08-29 NA NA NA NA NA
1988-08-30 NA NA NA NA NA
1988-08-31 NA NA NA NA NA
1988-09-01 NA NA NA NA NA
1988-09-02 NA NA NA NA NA
1988-09-03 NA NA NA NA NA
1988-09-04 NA NA NA NA NA
1988-09-05 NA NA NA NA NA
1988-09-06 NA NA NA NA NA
1988-09-07 NA NA NA NA NA
1988-09-08 NA NA NA NA NA
1988-09-09 NA NA NA NA NA
1988-09-10 NA NA NA NA NA
1988-09-11 NA NA NA NA NA
1988-09-12 NA NA NA NA NA
1988-09-13 NA NA NA NA NA
1988-09-14 NA NA NA NA NA
1988-09-15 NA NA NA NA NA
1988-09-16 NA NA NA NA NA
1988-09-17 NA NA NA NA NA
1988-09-18 NA NA NA NA NA
1988-09-19 NA NA NA NA NA
1988-09-20 NA NA NA NA NA
1988-09-21 NA NA NA NA NA
1988-09-22 NA NA NA NA NA
1988-09-23 NA NA NA NA NA
1988-09-24 NA NA NA NA NA
1988-09-25 NA NA NA NA NA
1988-09-26 NA NA NA NA NA
1988-09-27 NA NA NA NA NA
1988-09-28 NA NA NA NA NA
1988-09-29 NA NA NA NA NA
1988-09-30 NA NA NA NA NA
1988-10-01 NA NA NA NA NA
1988-10-02 NA NA NA NA NA
1988-10-03 NA NA NA NA NA
1988-10-04 NA NA NA NA NA
1988-10-05 NA NA NA NA NA
1988-10-06 NA NA NA NA NA
1988-10-07 NA NA NA NA NA
1988-10-08 NA NA NA NA NA
1988-10-09 NA NA NA NA NA
1988-10-10 NA NA NA NA NA
1988-10-11 NA NA NA NA NA
1988-10-12 NA NA NA NA NA
1988-10-13 NA NA NA NA NA
1988-10-14 NA NA NA NA NA
1988-10-15 NA NA NA NA NA
1988-10-16 NA NA NA NA NA
1988-10-17 NA NA NA NA NA
1988-10-18 NA NA NA NA NA
1988-10-19 NA NA NA NA NA
1988-10-20 NA NA NA NA NA
1988-10-21 NA NA NA NA NA
1988-10-22 NA NA NA NA NA
1988-10-23 NA NA NA NA NA
1988-10-24 NA NA NA NA NA
1988-10-25 NA NA NA NA NA
1988-10-26 NA NA NA NA NA
1988-10-27 NA NA NA NA NA
1988-10-28 NA NA NA NA NA
1988-10-29 NA NA NA NA NA
1988-10-30 NA NA NA NA NA
1988-10-31 NA NA NA NA NA
1988-11-01 NA NA NA NA NA
1988-11-02 NA NA NA NA NA
1988-11-03 NA NA NA NA NA
1988-11-04 NA NA NA NA NA
1988-11-05 NA NA NA NA NA
1988-11-06 NA NA NA NA NA
1988-11-07 NA NA NA NA NA
1988-11-08 NA NA NA NA NA
1988-11-09 NA NA NA NA NA
1988-11-10 NA NA NA NA NA
1988-11-11 NA NA NA NA NA
1988-11-12 NA NA NA NA NA
1988-11-13 NA NA NA NA NA
1988-11-14 NA NA NA NA NA
1988-11-15 NA NA NA NA NA
1988-11-16 NA NA NA NA NA
1988-11-17 NA NA NA NA NA
1988-11-18 NA NA NA NA NA
1988-11-19 NA NA NA NA NA
1988-11-20 NA NA NA NA NA
1988-11-21 NA NA NA NA NA
1988-11-22 NA NA NA NA NA
1988-11-23 NA NA NA NA NA
1988-11-24 NA NA NA NA NA
1988-11-25 NA NA NA NA NA
1988-11-26 NA NA NA NA NA
1988-11-27 NA NA NA NA NA
1988-11-28 NA NA NA NA NA
1988-11-29 NA NA NA NA NA
1988-11-30 NA NA NA NA NA
1988-12-01 NA NA NA NA NA
1988-12-02 NA NA NA NA NA
1988-12-03 NA NA NA NA NA
1988-12-04 NA NA NA NA NA
1988-12-05 NA NA NA NA NA
1988-12-06 NA NA NA NA NA
1988-12-07 NA NA NA NA NA
1988-12-08 NA NA NA NA NA
1988-12-09 NA NA NA NA NA
1988-12-10 18.3 NA NA NA NA
1988-12-11 44.3 NA NA NA NA
1988-12-12 53.5 NA NA NA NA
1988-12-13 49.9 NA NA NA NA
1988-12-14 37 NA NA NA NA
1988-12-15 40 NA NA NA NA
1988-12-16 26.2 NA NA NA NA
1988-12-17 35.2 NA NA NA NA
1988-12-18 101.2 NA NA NA NA
1988-12-19 175.4 NA NA NA NA
1988-12-20 103.1 NA NA NA NA
1988-12-21 120.1 NA NA NA NA
1988-12-22 414.3 NA NA NA NA
1988-12-23 259 NA NA NA NA
1988-12-24 232 NA NA NA NA
1988-12-25 173.7 NA NA NA NA
1988-12-26 172.9 NA NA NA NA
1988-12-27 139 NA NA NA NA
1988-12-28 143.5 NA NA NA NA
1988-12-29 172.4 NA NA NA NA
1988-12-30 133.8 NA NA NA NA
1988-12-31 116.4 NA NA NA NA
1989-01-01 83 NA NA NA NA
1989-01-02 107.4 NA NA NA NA
1989-01-03 75.6 NA NA NA NA
1989-01-04 67 NA NA NA NA
1989-01-05 124.3 NA NA NA NA
1989-01-06 140.3 NA NA NA NA
1989-01-07 272.7 NA NA NA NA
1989-01-08 222.1 NA NA NA NA
1989-01-09 200.1 NA NA NA NA
1989-01-10 242.6 NA NA NA NA
1989-01-11 254.3 NA NA NA NA
1989-01-12 302.1 NA NA NA NA
1989-01-13 315.9 NA NA NA NA
1989-01-14 349.7 NA NA NA NA
1989-01-15 394.7 NA NA NA NA
1989-01-16 285.2 NA NA NA NA
1989-01-17 169 NA NA NA NA
1989-01-18 53 NA NA NA NA
1989-01-19 92 NA NA NA NA
1989-01-20 90.5 NA NA NA NA
1989-01-21 51.4 NA NA NA NA
1989-01-22 42.9 NA NA NA NA
1989-01-23 32.4 NA NA NA NA
1989-01-24 59.5 NA NA NA NA
1989-01-25 56.2 NA NA NA NA
1989-01-26 53.3 NA NA NA NA
1989-01-27 58 NA NA NA NA
1989-01-28 61.5 NA NA NA NA
1989-01-29 37 NA NA NA NA
1989-01-30 9.2 NA NA NA NA
1989-01-31 7.5 NA NA NA NA
1989-02-01 9.2 NA NA NA NA
1989-02-02 6.8 NA NA NA NA
1989-02-03 15.9 NA NA NA NA
1989-02-04 15.1 NA NA NA NA
1989-02-05 20 NA NA NA NA
1989-02-06 NA NA NA NA NA
1989-02-07 NA NA NA NA NA
1989-02-08 NA NA NA NA NA
1989-02-09 NA NA NA NA NA
1989-02-10 NA NA NA NA NA
1989-02-11 NA NA NA NA NA
1989-02-12 NA NA NA NA NA
1989-02-13 NA NA NA NA NA
1989-02-14 NA NA NA NA NA
1989-02-15 NA NA NA NA NA
1989-02-16 NA NA NA NA NA
1989-02-17 NA NA NA NA NA
1989-02-18 NA NA NA NA NA
1989-02-19 NA NA NA NA NA
1989-02-20 NA NA NA NA NA
1989-02-21 NA NA NA NA NA
1989-02-22 NA NA NA NA NA
1989-02-23 NA NA NA NA NA
1989-02-24 NA NA NA NA NA
1989-02-25 NA NA NA NA NA
1989-02-26 NA NA NA NA NA
1989-02-27 NA NA NA NA NA
1989-02-28 NA NA NA NA NA
1989-03-01 NA NA NA NA NA
1989-03-02 NA NA NA NA NA
1989-03-03 NA NA NA NA NA
1989-03-04 NA NA NA NA NA
1989-03-05 NA NA NA NA NA
1989-03-06 NA NA NA NA NA
1989-03-07 NA NA NA NA NA
1989-03-08 NA NA NA NA NA
1989-03-09 NA NA NA NA NA
1989-03-10 NA NA NA NA NA
1989-03-11 NA NA NA NA NA
1989-03-12 NA NA NA NA NA
1989-03-13 NA NA NA NA NA
1989-03-14 NA NA NA NA NA
1989-03-15 NA NA NA NA NA
1989-03-16 NA NA NA NA NA
1989-03-17 NA NA NA NA NA
1989-03-18 NA NA NA NA NA
1989-03-19 NA NA NA NA NA
1989-03-20 NA NA NA NA NA
1989-03-21 NA NA NA NA NA
1989-03-22 NA NA NA NA NA
1989-03-23 NA NA NA NA NA
1989-03-24 NA NA NA NA NA
1989-03-25 NA NA NA NA NA
1989-03-26 NA NA NA NA NA
1989-03-27 NA NA NA NA NA
1989-03-28 NA NA NA NA NA
1989-03-29 NA NA NA NA NA
1989-03-30 NA NA NA NA NA
1989-03-31 NA NA NA NA NA
1989-04-01 NA NA NA NA NA
1989-04-02 NA NA NA NA NA
1989-04-03 NA NA NA NA NA
1989-04-04 NA NA NA NA NA
1989-04-05 NA NA NA NA NA
1989-04-06 NA NA NA NA NA
1989-04-07 NA NA NA NA NA
1989-04-08 NA NA NA NA NA
1989-04-09 NA NA NA NA NA
1989-04-10 NA NA NA NA NA
1989-04-11 NA NA NA NA NA
1989-04-12 NA NA NA NA NA
1989-04-13 NA NA NA NA NA
1989-04-14 NA NA NA NA NA
1989-04-15 NA NA NA NA NA
1989-04-16 NA NA NA NA NA
1989-04-17 NA NA NA NA NA
1989-04-18 NA NA NA NA NA
1989-04-19 NA NA NA NA NA
1989-04-20 NA NA NA NA NA
1989-04-21 NA NA NA NA NA
1989-04-22 NA NA NA NA NA
1989-04-23 NA NA NA NA NA
1989-04-24 NA NA NA NA NA
1989-04-25 NA NA NA NA NA
1989-04-26 NA NA NA NA NA
1989-04-27 NA NA NA NA NA
1989-04-28 NA NA NA NA NA
1989-04-29 NA NA NA NA NA
1989-04-30 NA NA NA NA NA
1989-05-01 NA NA NA NA NA
1989-05-02 NA NA NA NA NA
1989-05-03 NA NA NA NA NA
1989-05-04 NA NA NA NA NA
1989-05-05 NA NA NA NA NA
1989-05-06 NA NA NA NA NA
1989-05-07 NA NA NA NA NA
1989-05-08 NA NA NA NA NA
1989-05-09 NA NA NA NA NA
1989-05-10 NA NA NA NA NA
1989-05-11 NA NA NA NA NA
1989-05-12 NA NA NA NA NA
1989-05-13 NA NA NA NA NA
1989-05-14 NA NA NA NA NA
1989-05-15 NA NA NA NA NA
1989-05-16 NA NA NA NA NA
1989-05-17 NA NA NA NA NA
1989-05-18 NA NA NA NA NA
1989-05-19 NA NA NA NA NA
1989-05-20 NA NA NA NA NA
1989-05-21 NA NA NA NA NA
1989-05-22 NA NA NA NA NA
1989-05-23 NA NA NA NA NA
1989-05-24 NA NA NA NA NA
1989-05-25 NA NA NA NA NA
1989-05-26 NA NA NA NA NA
1989-05-27 NA NA NA NA NA
1989-05-28 NA NA NA NA NA
1989-05-29 NA NA NA NA NA
1989-05-30 NA NA NA NA NA
1989-05-31 NA NA NA NA NA
1989-06-01 NA NA NA NA NA
1989-06-02 NA NA NA NA NA
1989-06-03 NA NA NA NA NA
1989-06-04 NA NA NA NA NA
1989-06-05 NA NA NA NA NA
1989-06-06 NA NA NA NA NA
1989-06-07 NA NA NA NA NA
1989-06-08 NA NA NA NA NA
1989-06-09 NA NA NA NA NA
1989-06-10 NA NA NA NA NA
1989-06-11 NA NA NA NA NA
1989-06-12 NA NA NA NA NA
1989-06-13 NA NA NA NA NA
1989-06-14 NA NA NA NA NA
1989-06-15 NA NA NA NA NA
1989-06-16 NA NA NA NA NA
1989-06-17 NA NA NA NA NA
1989-06-18 NA NA NA NA NA
1989-06-19 NA NA NA NA NA
1989-06-20 NA NA NA NA NA
1989-06-21 NA NA NA NA NA
1989-06-22 NA NA NA NA NA
1989-06-23 NA NA NA NA NA
1989-06-24 NA NA NA NA NA
1989-06-25 NA NA NA NA NA
1989-06-26 NA NA NA NA NA
1989-06-27 NA NA NA NA NA
1989-06-28 NA NA NA NA NA
1989-06-29 NA NA NA NA NA
1989-06-30 NA NA NA NA NA
1989-07-01 NA NA NA NA NA
1989-07-02 NA NA NA NA NA
1989-07-03 NA NA NA NA NA
1989-07-04 NA NA NA NA NA
1989-07-05 NA NA NA NA NA
1989-07-06 NA NA NA NA NA
1989-07-07 NA NA NA NA NA
1989-07-08 NA NA NA NA NA
1989-07-09 NA NA NA NA NA
1989-07-10 NA NA NA NA NA
1989-07-11 NA NA NA NA NA
1989-07-12 NA NA NA NA NA
1989-07-13 NA NA NA NA NA
1989-07-14 NA NA NA NA NA
1989-07-15 NA NA NA NA NA
1989-07-16 NA NA NA NA NA
1989-07-17 NA NA NA NA NA
1989-07-18 NA NA NA NA NA
1989-07-19 NA NA NA NA NA
1989-07-20 NA NA NA NA NA
1989-07-21 NA NA NA NA NA
1989-07-22 NA NA NA NA NA
1989-07-23 NA NA NA NA NA
1989-07-24 NA NA NA NA NA
1989-07-25 NA NA NA NA NA
1989-07-26 NA NA NA NA NA
1989-07-27 NA NA NA NA NA
1989-07-28 NA NA NA NA NA
1989-07-29 NA NA NA NA NA
1989-07-30 NA NA NA NA NA
1989-07-31 NA NA NA NA NA
1989-08-01 NA NA NA NA NA
1989-08-02 NA NA NA NA NA
1989-08-03 NA NA NA NA NA
1989-08-04 NA NA NA NA NA
1989-08-05 NA NA NA NA NA
1989-08-06 NA NA NA NA NA
1989-08-07 NA NA NA NA NA
1989-08-08 NA NA NA NA NA
1989-08-09 NA NA NA NA NA
1989-08-10 NA NA NA NA NA
1989-08-11 NA NA NA NA NA
1989-08-12 NA NA NA NA NA
1989-08-13 NA NA NA NA NA
1989-08-14 NA NA NA NA NA
1989-08-15 NA NA NA NA NA
1989-08-16 NA NA NA NA NA
1989-08-17 NA NA NA NA NA
1989-08-18 NA NA NA NA NA
1989-08-19 NA NA NA NA NA
1989-08-20 NA NA NA NA NA
1989-08-21 NA NA NA NA NA
1989-08-22 NA NA NA NA NA
1989-08-23 NA NA NA NA NA
1989-08-24 NA NA NA NA NA
1989-08-25 NA NA NA NA NA
1989-08-26 NA NA NA NA NA
1989-08-27 NA NA NA NA NA
1989-08-28 NA NA NA NA NA
1989-08-29 NA NA NA NA NA
1989-08-30 NA NA NA NA NA
1989-08-31 NA NA NA NA NA
1989-09-01 NA NA NA NA NA
1989-09-02 NA NA NA NA NA
1989-09-03 NA NA NA NA NA
1989-09-04 NA NA NA NA NA
1989-09-05 NA NA NA NA NA
1989-09-06 NA NA NA NA NA
1989-09-07 NA NA NA NA NA
1989-09-08 NA NA NA NA NA
1989-09-09 NA NA NA NA NA
1989-09-10 NA NA NA NA NA
1989-09-11 NA NA NA NA NA
1989-09-12 NA NA NA NA NA
1989-09-13 NA NA NA NA NA
1989-09-14 NA NA NA NA NA
1989-09-15 NA NA NA NA NA
1989-09-16 NA NA NA NA NA
1989-09-17 NA NA NA NA NA
1989-09-18 NA NA NA NA NA
1989-09-19 NA NA NA NA NA
1989-09-20 NA NA NA NA NA
1989-09-21 NA NA NA NA NA
1989-09-22 NA NA NA NA NA
1989-09-23 NA NA NA NA NA
1989-09-24 NA NA NA NA NA
1989-09-25 NA NA NA NA NA
1989-09-26 NA NA NA NA NA
1989-09-27 NA NA NA NA NA
1989-09-28 NA NA NA NA NA
1989-09-29 NA NA NA NA NA
1989-09-30 NA NA NA NA NA
1989-10-01 NA NA NA NA NA
1989-10-02 NA NA NA NA NA
1989-10-03 NA NA NA NA NA
1989-10-04 NA NA NA NA NA
1989-10-05 NA NA NA NA NA
1989-10-06 NA NA NA NA NA
1989-10-07 NA NA NA NA NA
1989-10-08 NA NA NA NA NA
1989-10-09 NA NA NA NA NA
1989-10-10 NA NA NA NA NA
1989-10-11 NA NA NA NA NA
1989-10-12 NA NA NA NA NA
1989-10-13 NA NA NA NA NA
1989-10-14 NA NA NA NA NA
1989-10-15 NA NA NA NA NA
1989-10-16 NA NA NA NA NA
1989-10-17 NA NA NA NA NA
1989-10-18 NA NA NA NA NA
1989-10-19 NA NA NA NA NA
1989-10-20 NA NA NA NA NA
1989-10-21 NA NA NA NA NA
1989-10-22 NA NA NA NA NA
1989-10-23 NA NA NA NA NA
1989-10-24 NA NA NA NA NA
1989-10-25 NA NA NA NA NA
1989-10-26 NA NA NA NA NA
1989-10-27 NA NA NA NA NA
1989-10-28 NA NA NA NA NA
1989-10-29 NA NA NA NA NA
1989-10-30 NA NA NA NA NA
1989-10-31 NA NA NA NA NA
1989-11-01 NA NA NA NA NA
1989-11-02 NA NA NA NA NA
1989-11-03 NA NA NA NA NA
1989-11-04 NA NA NA NA NA
1989-11-05 NA NA NA NA NA
1989-11-06 NA NA NA NA NA
1989-11-07 NA NA NA NA NA
1989-11-08 NA NA NA NA NA
1989-11-09 NA NA NA NA NA
1989-11-10 NA NA NA NA NA
1989-11-11 NA NA NA NA NA
1989-11-12 NA NA NA NA NA
1989-11-13 NA NA NA NA NA
1989-11-14 NA NA NA NA NA
1989-11-15 NA NA NA NA NA
1989-11-16 NA NA NA NA NA
1989-11-17 NA NA NA NA NA
1989-11-18 NA NA NA NA NA
1989-11-19 NA NA NA NA NA
1989-11-20 NA NA NA NA NA
1989-11-21 NA NA NA NA NA
1989-11-22 NA NA NA NA NA
1989-11-23 NA NA NA NA NA
1989-11-24 NA NA NA NA NA
1989-11-25 NA NA NA NA NA
1989-11-26 NA NA NA NA NA
1989-11-27 NA NA NA NA NA
1989-11-28 NA NA NA NA NA
1989-11-29 NA NA NA NA NA
1989-11-30 NA NA NA NA NA
1989-12-01 NA NA NA NA NA
1989-12-02 NA NA NA NA NA
1989-12-03 NA NA NA NA NA
1989-12-04 1.8 NA NA NA NA
1989-12-05 45 NA NA NA NA
1989-12-06 263.5 NA NA NA NA
1989-12-07 346.3 NA NA NA NA
1989-12-08 368.5 NA NA NA NA
1989-12-09 321.1 NA NA NA NA
1989-12-10 220.4 NA NA NA NA
1989-12-11 225.4 NA NA NA NA
1989-12-12 288.5 NA NA NA NA
1989-12-13 214.5 NA NA NA NA
1989-12-14 234.2 NA NA NA NA
1989-12-15 270.8 NA NA NA NA
1989-12-16 142.6 NA NA NA NA
1989-12-17 138.7 NA NA NA NA
1989-12-18 80.6 NA NA NA NA
1989-12-19 192.5 NA NA NA NA
1989-12-20 262.6 NA NA NA NA
1989-12-21 505.5 NA NA NA NA
1989-12-22 743.4 NA NA NA NA
1989-12-23 847.3 NA NA NA NA
1989-12-24 876.2 NA NA NA NA
1989-12-25 491.8 NA NA NA NA
1989-12-26 408.5 NA NA NA NA
1989-12-27 468.6 NA NA NA NA
1989-12-28 376.1 NA NA NA NA
1989-12-29 381.4 NA NA NA NA
1989-12-30 386.4 NA NA NA NA
1989-12-31 417.3 NA NA NA NA
1990-01-01 428.8 NA NA NA NA
1990-01-02 412.4 NA NA NA NA
1990-01-03 368.2 NA NA NA NA
1990-01-04 447.2 NA NA NA NA
1990-01-05 446.4 NA NA NA NA
1990-01-06 362.9 NA NA NA NA
1990-01-07 289.2 NA NA NA NA
1990-01-08 250.6 NA NA NA NA
1990-01-09 245.2 NA NA NA NA
1990-01-10 339.8 NA NA NA NA
1990-01-11 423.9 NA NA NA NA
1990-01-12 310.3 NA NA NA NA
1990-01-13 172.5 NA NA NA NA
1990-01-14 269.5 NA NA NA NA
1990-01-15 173.2 NA NA NA NA
1990-01-16 364.3 NA NA NA NA
1990-01-17 534.6 NA NA NA NA
1990-01-18 659.8 NA NA NA NA
1990-01-19 749.7 NA NA NA NA
1990-01-20 693.7 NA NA NA NA
1990-01-21 669.2 NA NA NA NA
1990-01-22 446.2 NA NA NA NA
1990-01-23 405.8 NA NA NA NA
1990-01-24 394.6 NA NA NA NA
1990-01-25 NA NA NA NA NA
1990-01-26 193.9 NA NA NA NA
1990-01-27 166.9 NA NA NA NA
1990-01-28 147.8 NA NA NA NA
1990-01-29 155.9 NA NA NA NA
1990-01-30 126.6 NA NA NA NA
1990-01-31 72.5 NA NA NA NA
1990-02-01 64.4 NA NA NA NA
1990-02-02 62 NA NA NA NA
1990-02-03 44.9 NA NA NA NA
1990-02-04 47.3 NA NA NA NA
1990-02-05 65.6 NA NA NA NA
1990-02-06 25.6 NA NA NA NA
1990-02-07 16.2 NA NA NA NA
1990-02-08 NA NA NA NA NA
1990-02-09 4 NA NA NA NA
1990-02-10 3 NA NA NA NA
1990-02-11 NA NA NA NA NA
1990-02-12 NA NA NA NA NA
1990-02-13 NA NA NA NA NA
1990-02-14 NA NA NA NA NA
1990-02-15 NA NA NA NA NA
1990-02-16 NA NA NA NA NA
1990-02-17 NA NA NA NA NA
1990-02-18 NA NA NA NA NA
1990-02-19 NA NA NA NA NA
1990-02-20 NA NA NA NA NA
1990-02-21 NA NA NA NA NA
1990-02-22 NA NA NA NA NA
1990-02-23 NA NA NA NA NA
1990-02-24 NA NA NA NA NA
1990-02-25 NA NA NA NA NA
1990-02-26 NA NA NA NA NA
1990-02-27 NA NA NA NA NA
1990-02-28 NA NA NA NA NA
1990-03-01 NA NA NA NA NA
1990-03-02 NA NA NA NA NA
1990-03-03 NA NA NA NA NA
1990-03-04 NA NA NA NA NA
1990-03-05 NA NA NA NA NA
1990-03-06 NA NA NA NA NA
1990-03-07 NA NA NA NA NA
1990-03-08 NA NA NA NA NA
1990-03-09 NA NA NA NA NA
1990-03-10 NA NA NA NA NA
1990-03-11 NA NA NA NA NA
1990-03-12 NA NA NA NA NA
1990-03-13 NA NA NA NA NA
1990-03-14 NA NA NA NA NA
1990-03-15 NA NA NA NA NA
1990-03-16 NA NA NA NA NA
1990-03-17 NA NA NA NA NA
1990-03-18 NA NA NA NA NA
1990-03-19 NA NA NA NA NA
1990-03-20 NA NA NA NA NA
1990-03-21 NA NA NA NA NA
1990-03-22 NA NA NA NA NA
1990-03-23 NA NA NA NA NA
1990-03-24 NA NA NA NA NA
1990-03-25 NA NA NA NA NA
1990-03-26 NA NA NA NA NA
1990-03-27 NA NA NA NA NA
1990-03-28 NA NA NA NA NA
1990-03-29 NA NA NA NA NA
1990-03-30 NA NA NA NA NA
1990-03-31 NA NA NA NA NA
1990-04-01 NA NA NA NA NA
1990-04-02 NA NA NA NA NA
1990-04-03 NA NA NA NA NA
1990-04-04 NA NA NA NA NA
1990-04-05 NA NA NA NA NA
1990-04-06 NA NA NA NA NA
1990-04-07 NA NA NA NA NA
1990-04-08 NA NA NA NA NA
1990-04-09 NA NA NA NA NA
